IC - NGC,Name,Messier,NGC,IC,Object Type abrev.,Object type,ra,dec,Constellation,Major axis,Minor axis,Position angle,b_mag,v_mag,j_mag,h_mag,k_mag,Surface Brigthness,Hubble (only Galaxies),Cstar U-Mag (only Planetary Nebulae),Cstar B-Mag (only Planetary Nebulae),Cstar V-Mag (only Planetary Nebulae),Cstar Names (only Planetary Nebulae),identifiers,common_names,ned_notes,openngc_notes,Image
NGC,NGC5532,,,,G,Galaxy,14:16:52.95,+10:48:26.6,Boo,2.34,1.94,144,13.3,,9.75,9.05,8.76,23.55,S0,,,,,2MASX J14165292+1048264,,,,
NGC,NGC4688,,,,G,Galaxy,12:47:46.52,+04:20:09.8,Vir,3.72,3.42,35,14.5,,12.33,11.32,11.16,24.44,Sc,,,,,2MASX J12474646+0420098,,,,
NGC,NGC5536,,,,G,Galaxy,14:16:23.86,+39:30:07.9,Boo,0.83,0.64,11,14.5,,11.52,10.86,10.59,22.73,Sa,,,,,2MASX J14162391+3930084,,,,
NGC,NGC4695,,,IC3791,G,Galaxy,12:47:32.11,+54:22:29.4,UMa,1.12,0.65,79,14.5,,12.93,12.23,12.2,22.54,SABb,,,,,2MASX J12473208+5422297,,,,
NGC,NGC5552,,NGC5558,,G,Galaxy,14:19:03.85,+07:01:54.1,Vir,0.91,0.39,172,15.2,,12.06,11.33,11.01,23.07,Sbc,,,,,2MASX J14190387+0701539,,,,
NGC,NGC4696A,,,,G,Galaxy,12:46:55.62,-41:29:48.3,Cen,1.74,0.57,174,14.57,,10.86,10.12,9.81,23.7,SBb,,,,,2MASX J12465561-4129482,,,,
NGC,NGC5554,,NGC5564,,G,Galaxy,14:19:15.00,+07:01:16.1,Vir,0.65,0.45,38,15.2,,12.26,11.64,11.3,22.76,SBb,,,,,2MASX J14191496+0701158,,,,
NGC,NGC4696B,,,,G,Galaxy,12:47:21.78,-41:14:15.0,Cen,1.33,0.81,40,13.84,,10.01,9.27,9.01,23.12,E-S0,,,,,2MASX J12472179-4114150,,,,
NGC,NGC5556,,,,G,Galaxy,14:20:34.09,-29:14:30.4,Hya,3.45,2.75,145,12.43,,,,,24.05,Scd,,,,,ESO 446-050,,,,
NGC,NGC4696E,,,,G,Galaxy,12:48:26.12,-40:56:11.4,Cen,1.41,0.71,178,14.56,,11.47,10.78,10.79,23.98,S0,,,,,2MASX J12482614-4056086,,,,
NGC,NGC5558,,NGC5552,,Dup,Galaxy,14:19:03.85,+07:01:54.1,Vir,,,,,,,,,,,,,,,,,,,
NGC,NGC4697,,,,G,Galaxy,12:48:35.88,-05:48:02.7,Vir,7.14,4.16,83,10.97,,7.24,6.59,6.37,23.36,E,,,,,2MASX J12483590-0548030,,,,
NGC,NGC5565,,,,*,Star,14:19:18.50,+06:59:41.8,Vir,,,,,,,,,,,,,,,SDSS J141918.49+065941.7,,Identification as NGC 5565 is uncertain.,,
NGC,NGC4698,,,,G,Galaxy,12:48:22.91,+08:29:14.6,Vir,3.81,1.55,170,13.24,12.27,8.4,7.78,7.56,22.64,Sab,,,,,2MASX J12482293+0829140,,,,
NGC,NGC5569,,,,G,Galaxy,14:20:32.09,+03:58:59.6,Vir,1.11,0.87,56,13.9,,13.07,13.01,12.32,23.84,SABc,,,,,2MASX J14203215+0358594,,,,
NGC,NGC4700,,,,G,Galaxy,12:49:08.15,-11:24:35.5,Vir,2.72,0.47,51,12.7,14.32,10.59,9.96,9.78,21.58,SBc,,,,,2MASX J12490814-1124354,,,,
NGC,NGC5570,,NGC5519,,Dup,Galaxy,14:14:20.87,+07:30:57.3,Boo,,,,,,,,,,,,,,,,,,,
NGC,NGC4701,,,,G,Galaxy,12:49:11.59,+03:23:19.4,Vir,1.74,1.28,39,13.1,,10.71,10.07,9.77,22.47,Sc,,,,,2MASX J12491156+0323194,,,,
NGC,NGC5571,,,,Other,,14:19:32.03,+35:09:03.4,Boo,,,,,,,,,,,,,,,,,Four Galactic stars.,,
NGC,NGC4703,,,,G,Galaxy,12:49:18.97,-09:06:30.3,Vir,1.7,0.41,155,14.5,,9.98,9.31,9.03,23.29,Sb,,,,,2MASX J12491896-0906301,,,,
NGC,NGC5572,,,,G,Galaxy,14:19:35.30,+36:08:26.4,Boo,0.89,0.72,178,15.2,,12.41,11.83,11.4,23.33,Sb,,,,,IRAS 14174+3622,,,,
NGC,NGC4704,,,,G,Galaxy,12:48:46.43,+41:55:16.5,CVn,1.01,0.95,40,14.8,,11.82,11.12,10.69,23.23,SBbc,,,,,2MASX J12484638+4155166,,,,
NGC,NGC5574,,,,G,Galaxy,14:20:55.97,+03:14:16.8,Vir,1.32,0.83,61,13.23,12.39,10.45,9.78,9.54,22.61,E-S0,,,,,2MASX J14205594+0314167,,,,
NGC,NGC4705,,,,G,Galaxy,12:49:24.97,-05:11:45.1,Vir,3.65,1.09,106,13.1,,10.37,9.58,9.32,23.16,SABb,,,,,2MASX J12492497-0511452,,,,
NGC,NGC5576,,,,G,Galaxy,14:21:03.68,+03:16:15.6,Vir,2.83,1.87,91,11.85,10.96,8.74,7.97,7.83,22.9,E,,,,,2MASX J14210369+0316157,,,,
NGC,NGC4708,,,,G,Galaxy,12:49:41.48,-11:05:34.9,Vir,1.25,0.91,30,14,,11.16,10.52,10.14,22.92,SABa,,,,,2MASX J12494148-1105350,,,,
NGC,NGC5584,,,,G,Galaxy,14:22:23.77,-00:23:15.6,Vir,3.13,2.34,154,12.8,,10.84,10.05,9.95,23.71,SABc,,,,,2MASX J14222381-0023148,,,,
NGC,NGC4712,,,,G,Galaxy,12:49:34.22,+25:28:11.8,Com,1.56,0.75,162,13.5,,10.92,10.42,10.09,22.66,Sbc,,,,,2MASX J12493421+2528117,,,,
NGC,NGC5585,,,,G,Galaxy,14:19:48.20,+56:43:44.6,UMa,4.27,2.62,33,11.73,11.22,10.23,9.58,9.5,22.86,SABc,,,,,2MASX J14194820+5643445,,,,
NGC,NGC4714,,,,G,Galaxy,12:50:19.25,-13:19:27.6,Crv,2,1.11,152,14,,10.02,9.35,9.09,24.33,E-S0,,,,,2MASX J12501925-1319275,,,,
NGC,NGC5586,,,,Other,,14:22:07.66,+13:11:03.4,Boo,,,,,,,,,,,,,,,,,Nothing at this position on the POSS.,,
NGC,NGC4716,,,,G,Galaxy,12:50:33.11,-09:27:04.0,Vir,1.13,0.85,94,15,,10.45,9.87,9.55,22.87,S0,,,,,2MASX J12503310-0927038,,,,
NGC,NGC5591 NED02,,,,G,Galaxy,14:22:34.76,+13:43:02.5,Boo,1.02,0.25,64,16.5,,,,,23.62,Sc,,,,,MCG +02-37-006 NED02,,,,
NGC,NGC4718,,,,G,Galaxy,12:50:32.64,-05:16:54.9,Vir,2.02,0.7,97,13.9,,11.36,10.75,10.54,23.72,Sb,,,,,2MASX J12503262-0516548,,,,
NGC,NGC5593,,,,OCl,Open Cluster,14:25:39.18,-54:47:55.3,Lup,4.5,,,,,,,,,,,,,,MWSC 2217,,,,
NGC,NGC4719,,,,G,Galaxy,12:50:08.72,+33:09:32.9,CVn,1.42,1.25,159,14.2,,11.32,10.59,10.35,23.48,SBb,,,,,2MASX J12500870+3309330,,,,
NGC,NGC5594,,,IC4412,G,Galaxy,14:23:10.31,+26:15:56.9,Boo,1.47,0.7,152,17,,11.3,10.7,10.3,24.45,E,,,,,2MASX J14231031+2615567,,,,
NGC,NGC4720,,,,G,Galaxy,12:50:42.78,-04:09:21.0,Vir,1.23,0.73,107,14.2,,11.66,11.03,10.77,23.46,E-S0,,,,,2MASX J12504278-0409208,,,,
NGC,NGC5600,,,,G,Galaxy,14:23:49.52,+14:38:19.6,Boo,1.6,1.57,135,11.9,,10.37,9.75,9.41,22.65,SABc,,,,,2MASX J14234954+1438194,,,,
NGC,NGC4723,,,,G,Galaxy,12:51:02.91,-13:14:11.8,Crv,1.02,0.55,43,14.6,,,,,23.39,SABm,,,,,MCG -02-33-026,,,,
NGC,NGC5601,,,,G,Galaxy,14:22:53.28,+40:18:34.5,Boo,0.83,0.33,4,15.6,,12.46,11.81,11.62,23.36,Sa,,,,,2MASX J14225329+4018344,,,,
NGC,NGC4724,,,,G,Galaxy,12:50:53.84,-14:19:54.7,Crv,0.95,0.54,95,15,,,,,22.3,E-S0,,,,,MCG -02-33-022,,,,
NGC,NGC5603,,,,G,Galaxy,14:23:01.53,+40:22:38.7,Boo,1.11,1.04,90,14,,10.94,10.24,9.98,22.97,S0,,,,,2MASX J14230151+4022382,,,,
NGC,NGC4725,,,,G,Galaxy,12:50:26.58,+25:30:02.9,Com,9.71,7.1,36,13.45,12.44,7.16,6.31,6.17,23.39,SABa,,,,,2MASX J12502661+2530027,,,,
NGC,NGC5604,,,,G,Galaxy,14:24:42.80,-03:12:43.8,Vir,1.8,0.92,6,13.7,,10.69,9.96,9.71,23.21,SABa,,,,,2MASX J14244280-0312437,,,,
NGC,NGC4731,,,,G,Galaxy,12:51:01.09,-06:23:35.0,Vir,6.32,2.14,97,12,,10.5,9.94,9.79,23.72,SBc,,,,,2MASX J12510109-0623349,,,,
NGC,NGC5605,,,,G,Galaxy,14:25:07.57,-13:09:46.8,Lib,1.5,1.23,66,12,,10.3,9.58,9.42,22.59,SABc,,,,,2MASX J14250757-1309467,,,,
NGC,NGC4734,,,,G,Galaxy,12:51:12.89,+04:51:32.6,Vir,0.97,0.8,60,14.3,,11.43,10.71,10.41,22.78,Sc,,,,,2MASX J12511286+0451320,,,,
NGC,NGC5608,,,,G,Galaxy,14:23:17.89,+41:46:33.2,Boo,1.66,0.74,98,13.96,,,,,23.15,IB,,,,,MCG +07-30-009,,,,
NGC,NGC4738,,,,G,Galaxy,12:51:08.90,+28:47:17.0,Com,1.82,0.26,33,14.9,13.81,11.33,10.56,10.3,22.76,Sc,,,,,2MASX J12510889+2847171,,,,
NGC,NGC5611,,,,G,Galaxy,14:24:04.78,+33:02:50.6,Boo,1.36,0.59,65,13.5,,10.65,10.02,9.75,22.8,S0,,,,,2MASX J14240477+3302510,,,,
NGC,NGC4743,,,,G,Galaxy,12:52:15.98,-41:23:26.4,Cen,1.73,0.66,176,14,13.31,10.49,9.77,9.52,23.81,S0,,,,,2MASX J12521598-4123259,,,,
NGC,NGC5613,,,,G,Galaxy,14:24:05.96,+34:53:31.6,Boo,0.56,0.37,30,16,,12.61,12.13,11.66,23.14,S0-a,,,,,2MASX J14240596+3453310,,,,
NGC,NGC4746,,,,G,Galaxy,12:51:55.36,+12:04:58.7,Vir,2.03,0.42,120,13.3,,10.57,9.79,9.5,22.55,Sb,,,,,2MASX J12515537+1204588,,,,
NGC,NGC5614,,,,G,Galaxy,14:24:07.59,+34:51:31.9,Boo,2.43,2,150,12.6,,9.5,8.79,8.53,23.12,Sab,,,,,2MASX J14240759+3451320,,,,
NGC,NGC4754,,,,G,Galaxy,12:52:17.50,+11:18:50.0,Vir,4.16,1.95,22,11.6,,8.31,7.64,7.41,23.19,S0,,,,,2MASX J12521756+1118491,,,,
NGC,NGC5616,,,,G,Galaxy,14:24:20.70,+36:27:41.1,Boo,2.13,0.41,158,14.8,,11.07,10.28,9.94,23.73,SBbc,,,,,2MASX J14242075+3627410,,,,
NGC,NGC4755,,,,OCl,Open Cluster,12:53:37.08,-60:21:22.7,Cru,7.8,,,,,,,,,,,,,,C 094,,,,
NGC,NGC5620,,NGC5607,,Dup,Galaxy,14:19:26.70,+71:35:17.6,UMi,,,,,,,,,,,,,,,,,,,
NGC,NGC4756,,,,G,Galaxy,12:52:52.63,-15:24:47.8,Crv,2.28,1.56,47,13,,9.96,9.32,9.08,23.83,E-S0,,,,,2MASX J12525262-1524478,,,,
NGC,NGC5622,,,,G,Galaxy,14:26:12.19,+48:33:50.4,Boo,1.34,0.76,86,14.11,13.44,11.42,10.82,10.56,23.12,Sb,,,,,2MASX J14261219+4833503,,,,
NGC,NGC4757,,,,G,Galaxy,12:52:50.09,-10:18:36.8,Vir,0.8,0.26,58,15,,11.2,10.46,10.32,23.18,S0,,,,,2MASX J12525011-1018361,,,,
NGC,NGC5623,,,,G,Galaxy,14:27:08.68,+33:15:09.2,Boo,1.65,1.08,17,13.53,12.53,,,,23.58,E,,,,,MCG +06-32-035,,,,
NGC,NGC4759,,,,GPair,Galaxy Pair,12:53:05.20,-09:12:08.0,Vir,,,,,,,,,,,,,,,,,This is a pair included in the GTrpl [PCM2000] 05.,Diameter of the group inferred by the author.,
NGC,NGC5625,,,,GPair,Galaxy Pair,14:27:01.50,+39:57:25.0,Boo,1.2,,,,,,,,,,,,,,MCG +07-30-013,,,Diameter of the group inferred by the author.,
NGC,NGC4760,,,,G,Galaxy,12:53:07.23,-10:29:39.1,Vir,2.57,2.01,9,13,,9.49,8.81,8.55,23.41,E,,,,,2MASX J12530723-1029394,,,,
NGC,NGC5626,,,,G,Galaxy,14:29:49.09,-29:44:54.5,Hya,1.37,1.05,102,14.01,,10.43,9.71,9.43,23.4,S0-a,,,,,2MASX J14294908-2944544,,,,
NGC,NGC4763,,,,G,Galaxy,12:53:27.22,-17:00:19.9,Crv,1.86,1.16,105,14,,10.51,9.84,9.58,23.09,SBa,,,,,2MASX J12532723-1700197,,,,
NGC,NGC5627,,,,G,Galaxy,14:28:34.28,+11:22:41.7,Boo,1.28,0.78,121,14.7,,11.18,10.44,10.27,23.81,S0,,,,,2MASX J14283429+1122417,,,,
NGC,NGC4765,,,,G,Galaxy,12:53:14.41,+04:27:47.2,Vir,1.16,0.85,80,13,,11.64,10.98,10.82,22.28,Sa,,,,,2MASX J12531456+0427479,,,,
NGC,NGC5633,,,,G,Galaxy,14:27:28.38,+46:08:47.5,Boo,1.09,0.72,11,13.18,12.93,10.52,9.87,9.59,21.73,Sb,,,,,2MASX J14272838+4608475,,,,
NGC,NGC4768,,,,*,Star,12:53:17.25,-09:31:53.2,Vir,,,,,,,,,,,,,,,,,,,
NGC,NGC5636,,,,G,Galaxy,14:29:39.02,+03:15:58.7,Vir,1.36,0.89,56,13.7,,11.98,11.32,11.29,23.23,S0-a,,,,,2MASX J14293905+0315583,,,,
NGC,NGC4769,,,,**,Double star,12:53:18.08,-09:32:09.6,Vir,,,,,,,,,,,,,,,,,,,
NGC,NGC5638,,,,G,Galaxy,14:29:40.38,+03:13:59.9,Vir,1.94,1.71,154,12.14,11.2,9.16,8.5,8.25,22.46,E,,,,,2MASX J14294038+0314003,,,,
NGC,NGC4770,,,,G,Galaxy,12:53:32.15,-09:32:29.4,Vir,1.73,1.11,88,14,,10.23,9.55,9.26,23.58,S0-a,,,,,2MASX J12533215-0932294,,,,
NGC,NGC5641,,,,G,Galaxy,14:29:16.62,+28:49:18.8,Boo,2.07,1.03,160,13.6,,10.13,9.46,9.19,23.18,Sab,,,,,2MASX J14291660+2849189,,,,
NGC,NGC4773,,,,G,Galaxy,12:53:36.01,-08:38:19.5,Vir,0.85,0.52,77,15,,10.36,9.73,9.41,22.14,E,,,,,2MASX J12533599-0838197,,,,
NGC,NGC5647,,,,G,Galaxy,14:30:36.10,+11:52:36.1,Boo,1.02,0.24,180,15.3,,11.87,11.25,10.99,23.66,SABa,,,,,2MASX J14303611+1152360,,,,
NGC,NGC4774 NED01,,,,G,Galaxy,12:53:06.02,+36:49:34.8,CVn,0.4,0.27,143,16.25,,,,,24.71,Sbc,,,,,MCG +06-28-037 NED01,,,,
NGC,NGC5651,,,,*,Star,14:31:12.70,-00:19:22.7,Vir,,,,,,,,,,,,,,,SDSS J143112.70-001922.6,,,,
NGC,NGC4774 NED02,,,,G,Galaxy,12:53:06.59,+36:49:08.6,CVn,0.6,0.35,125,14.6,,12.48,11.79,11.33,22.02,Sc,,,,,2MASX J12530651+3649109,,,,
NGC,NGC5654,,,,G,Galaxy,14:30:01.33,+36:21:39.3,Boo,1.25,0.73,133,14.1,,10.57,9.88,9.6,23.29,S0-a,,,,,2MASX J14300134+3621392,,,,
NGC,NGC4778,,NGC4759 NED02,,G,Galaxy,12:53:05.81,-09:12:13.8,Vir,2.69,2.09,120,13.79,,9.59,8.89,8.63,24.37,S0,,,,,2MASX J12530567-0912141,,,,
NGC,NGC5655,,,,G,Galaxy,14:30:50.93,+13:58:07.5,Boo,0.73,0.47,152,14,,11.98,11.38,10.92,22.06,SBc,,,,,2MASX J14305092+1358077,,,,
NGC,NGC4779,,,,G,Galaxy,12:53:50.84,+09:42:36.2,Vir,1.86,1.31,54,13.5,,10.78,10.15,9.87,22.88,SBc,,,,,2MASX J12535086+0942357,,,,
NGC,NGC5656,,,,G,Galaxy,14:30:25.51,+35:19:15.7,Boo,1.26,0.89,57,12.73,12.43,10.33,9.64,9.35,22.16,Sab,,,,,2MASX J14302551+3519159,,,,
NGC,NGC4780,,,,G,Galaxy,12:54:05.23,-08:37:16.0,Vir,1.96,0.5,173,13.2,,10.89,10.27,10.15,22.89,SABc,,,,,2MASX J12540524-0837159,,,,
NGC,NGC5659,,,,G,Galaxy,14:31:06.14,+25:21:18.4,Boo,1.79,0.51,45,15,,11.36,10.69,10.39,23.65,SBb,,,,,2MASX J14310611+2521183,,,,
NGC,NGC4780A,,,,G,Galaxy,12:54:03.04,-08:39:13.7,Vir,0.74,0.25,26,16.05,,12.74,12.05,11.81,24.05,,,,,,2MASX J12540303-0839136,,,,
NGC,NGC5661,,,,G,Galaxy,14:31:57.39,+06:15:01.5,Vir,1.14,0.61,22,14.2,,12.22,11.52,11.21,22.93,Sb,,,,,2MASX J14315739+0615016,,,,
NGC,NGC4781,,,,G,Galaxy,12:54:23.75,-10:32:13.9,Vir,3.66,1.48,120,11.8,,9.47,8.89,8.61,22.16,Scd,,,,,2MASX J12542374-1032139,,,,
NGC,NGC5663,,,,G,Galaxy,14:33:56.30,-16:34:51.8,Lib,0.92,0.87,60,15,,11.19,10.55,10.24,23.62,E-S0,,,,,2MASX J14335631-1634509,,,,
NGC,NGC4785,,,,G,Galaxy,12:53:27.33,-48:44:57.1,Cen,2.04,0.97,80,13.22,12.09,9.62,8.85,8.57,22.95,SBb,,,,,2MASX J12532731-4844569,,,,
NGC,NGC5665A,,,,Other,,14:32:27.34,+08:04:43.4,Boo,,,,,,,,,,,,,,,SDSS J143227.33+080443.3,,Part of galaxy NGC5665,,
NGC,NGC4789,,,,G,Galaxy,12:54:19.02,+27:04:04.9,Com,1.66,1.12,174,13.12,12.1,10,9.53,9.24,22.91,S0,,,,,2MASX J12541900+2704051,,,,
NGC,NGC5667,,,,G,Galaxy,14:30:22.91,+59:28:11.2,Dra,1.62,0.82,170,13.1,,11.24,10.51,10.47,22.51,Sc,,,,,2MASX J14302288+5928108,,,,
NGC,NGC4791,,,,G,Galaxy,12:54:43.95,+08:03:11.2,Vir,1.06,0.7,66,15.1,,12.17,11.6,11.35,23.62,SBa,,,,,2MASX J12544393+0803113,,,,
NGC,NGC5670,,,,G,Galaxy,14:35:36.03,-45:58:01.1,Lup,2.59,1.18,67,12.96,,9.57,8.84,8.61,23.71,S0,,,,,2MASX J14353601-4558011,,,,
NGC,NGC4795,,,,G,Galaxy,12:55:02.86,+08:03:55.8,Vir,2.16,1.42,119,13.5,,9.82,9.2,8.96,23,SBa,,,,,2MASX J12550289+0803555,,,,
NGC,NGC5673,,,,G,Galaxy,14:31:30.91,+49:57:31.4,Boo,2.33,0.45,134,14,,11.79,11.02,11.08,22.25,Sc,,,,,2MASX J14313092+4957317,,,,
NGC,NGC4801,,,,G,Galaxy,12:54:37.77,+53:05:24.0,UMa,1.35,0.67,138,14.6,,11.59,10.88,10.61,24.48,E-S0,,,,,2MASX J12543771+5305241,,,,
NGC,NGC5679,,,,GTrpl,Galaxy Triplet,14:35:08.70,+05:21:23.0,Vir,1.6,,,,,,,,,,,,,,,,,Diameter of the group inferred by the author.,
NGC,NGC4803,,,,G,Galaxy,12:55:33.68,+08:14:25.5,Vir,0.76,0.42,15,15,,11.49,10.8,10.71,23.06,E-S0,,,,,2MASX J12553366+0814259,,,,
NGC,NGC5680,,,,G,Galaxy,14:35:44.53,-00:00:48.1,Vir,0.96,0.67,21,15.4,,11.51,10.87,10.7,23.83,E-S0,,,,,2MASX J14354456-0000474,,,,
NGC,NGC4807,,,,G,Galaxy,12:55:29.10,+27:31:17.1,Com,0.88,0.65,22,14.5,13.5,11.3,10.67,10.4,22.94,E-S0,,,,,2MASX J12552907+2731169,,,,
NGC,NGC5682,,,,G,Galaxy,14:34:44.98,+48:40:12.9,Boo,0.65,0.24,136,15.1,,13.27,12.48,12.25,21.89,Sb,,,,,2MASX J14344551+4840039,,,,
NGC,NGC4813,,,,G,Galaxy,12:56:36.12,-06:49:04.2,Vir,1.59,0.86,26,15,,10.79,10.11,9.88,23.81,S0,,,,,2MASX J12563612-0649040,,,,
NGC,NGC5685,,,,G,Galaxy,14:36:15.37,+29:54:30.2,Boo,1.05,0.94,20,,,,,,23.72,E,,,,,2MASX J14361538+2954299,,,,
NGC,NGC4814,,,,G,Galaxy,12:55:21.94,+58:20:38.8,UMa,2.75,2,128,12.4,,9.99,9.32,9.05,23.53,Sb,,,,,2MASX J12552194+5820382,,,,
NGC,NGC5689,,,,G,Galaxy,14:35:29.69,+48:44:29.9,Boo,3.66,0.91,86,12.7,,9.38,8.68,8.4,23.88,S0-a,,,,,2MASX J14352967+4844293,,,,
NGC,NGC4815,,,,OCl,Open Cluster,12:57:58.37,-64:57:42.3,Mus,3.9,,,9.61,8.6,,,,,,,,,,MWSC 2075,,,,
NGC,NGC5696,,,,G,Galaxy,14:36:57.08,+41:49:41.2,Boo,1.21,0.84,42,14.1,,11.2,10.64,10.31,22.84,SBbc,,,,,2MASX J14365708+4149409,,,,
NGC,NGC4818,,,,G,Galaxy,12:56:48.90,-08:31:31.1,Vir,4.27,1.28,178,11,,8.81,8.19,7.94,23.2,SABa,,,,,2MASX J12564890-0831310,,,,
NGC,NGC5699,,NGC5706,,G,Galaxy,14:38:42.36,+30:27:57.3,Boo,0.61,0.56,40,15.7,,12.14,11.7,11.28,23.45,E,,,,,2MASX J14384237+3027577,,,,
NGC,NGC4819,,,,G,Galaxy,12:56:27.86,+26:59:14.4,Com,1,0.78,150,14.1,13.17,11.05,10.29,10.12,22.73,Sa,,,,,2MASX J12562784+2659150,,,,
NGC,NGC5700,,,,G,Galaxy,14:37:01.56,+48:32:41.4,Boo,0.99,0.55,37,15.2,,12.66,12.02,11.92,23.42,SBb,,,,,2MASX J14370164+4832422,,,,
NGC,NGC4823,,,,G,Galaxy,12:57:25.64,-13:41:55.3,Vir,0.81,0.22,178,15.97,,12.67,11.98,11.8,,S0-a,,,,,2MASX J12572565-1341551,,,,
NGC,NGC5701,,,,G,Galaxy,14:39:11.08,+05:21:48.5,Vir,2,1.6,4,11.76,10.88,9.06,8.36,8.14,22.28,S0-a,,,,,2MASX J14391104+0521489,,,,
NGC,NGC4825,,,,G,Galaxy,12:57:12.24,-13:39:53.4,Vir,2.69,1.64,139,9.3,,9.47,8.77,8.51,23.75,E-S0,,,,,2MASX J12571223-1339534,,,,
NGC,NGC5702,,,,G,Galaxy,14:38:55.08,+20:30:24.2,Boo,1.19,0.91,137,14.5,,11.05,10.34,10.07,23.39,S0,,,,,2MASX J14385510+2030240,,,,
NGC,NGC4827,,,,G,Galaxy,12:56:43.53,+27:10:43.1,Com,1.22,0.97,34,13.9,12.91,10.98,10.32,10.04,23.07,E-S0,,,,,2MASX J12564351+2710438,,,,
NGC,NGC5704,,NGC5708,,G,Galaxy,14:38:16.28,+40:27:24.3,Boo,1.56,0.57,177,13.9,,11.64,11,10.74,22.65,Scd,,,,,2MASX J14381625+4027243,,,,
NGC,NGC4828,,,,G,Galaxy,12:56:42.86,+28:01:13.6,Com,0.75,0.7,155,15.4,,11.99,11.2,10.92,22.82,S0,,,,,2MASX J12564283+2801138,,,,
NGC,NGC5708,,NGC5704,,Dup,Galaxy,14:38:16.28,+40:27:24.3,Boo,,,,,,,,,,,,,,,,,,,
NGC,NGC4831,,,,G,Galaxy,12:57:36.69,-27:17:31.7,Hya,1.57,0.87,177,13.39,,10.31,9.56,9.32,23.19,E-S0,,,,,2MASX J12573667-2717318,,,,
NGC,NGC5709,,NGC5703,,Dup,Galaxy,14:38:50.02,+30:26:33.1,Boo,,,,,,,,,,,,,,,,,,,
NGC,NGC4841A,,,,G,Galaxy,12:57:31.95,+28:28:37.0,Com,1.45,1.38,60,13.5,,10.26,9.45,9.22,23.44,E,,,,,2MASX J12573197+2828368,,,,
NGC,NGC5710,,,,G,Galaxy,14:39:16.19,+20:02:37.3,Boo,1.42,1.03,174,14.5,,11.01,10.31,10.02,23.64,E,,,,,2MASX J14391621+2002376,,,,
NGC,NGC4844,,,,*,Star,12:58:08.26,-13:04:47.7,Vir,,,,15.77,14.14,10.58,10.03,9.8,,,,,,,2MASS J12580816-1304505,,,,
NGC,NGC5712,,,,G,Galaxy,14:29:41.72,+78:51:51.3,UMi,0.72,0.68,110,15.3,,11.86,11.37,11.1,23.47,E,,,,,2MASX J14294194+7851515,,,,
NGC,NGC4847,,,,G,Galaxy,12:58:28.95,-13:08:27.3,Vir,0.83,0.63,155,15.07,,12.12,11.44,11.33,23.77,E,,,,,2MASX J12582896-1308274,,,,
NGC,NGC5716,,,,G,Galaxy,14:41:05.52,-17:28:37.1,Lib,1.57,1.19,89,13,,10.98,10.39,9.95,23.19,SBc,,,,,2MASX J14410551-1728369,,,,
NGC,NGC4848,,,,G,Galaxy,12:58:05.64,+28:14:33.9,Com,1.27,0.42,157,14.2,,11.74,11.1,10.72,22.68,Sc,,,,,2MASX J12580552+2814335,,,,
NGC,NGC5719,,,,G,Galaxy,14:40:56.36,-00:19:05.6,Vir,3.08,1.29,99,13.1,,9.3,8.54,8.23,23.97,SABa,,,,,2MASX J14405639-0019054,,,,
NGC,NGC4849,,,IC3935,G,Galaxy,12:58:12.68,+26:23:48.8,Com,1.4,0.99,176,14.5,,10.98,10.34,10.02,23.71,S0,,,,,2MASX J12581261+2623486,,,,
NGC,NGC5720,,,,G,Galaxy,14:38:33.29,+50:48:54.8,Boo,1.9,1.23,132,14.7,,11.25,10.51,10.27,24.27,SBb,,,,,2MASX J14383328+5048552,,,,
NGC,NGC4852,,,,OCl,Open Cluster,13:00:04.39,-59:36:34.0,Cen,5.4,,,,8.9,,,,,,,,,,MWSC 2078,,,,
NGC,NGC5722,,,,G,Galaxy,14:38:54.41,+46:39:56.2,Boo,0.72,0.63,114,15,,12.04,11.24,11.01,23.51,E-S0,,,,,2MASX J14385438+4639562,,,,
NGC,NGC4854,,,,G,Galaxy,12:58:47.40,+27:40:29.1,Com,0.95,0.67,44,15.2,14.21,11.87,11.22,10.93,23.56,S0,,,,,2MASX J12584742+2740288,,,,
NGC,NGC5725,,,,G,Galaxy,14:40:58.32,+02:11:11.6,Vir,0.95,0.57,31,14.5,,12.55,11.89,11.58,22.73,SBcd,,,,,2MASX J14405838+0211125,,,,
NGC,NGC4856,,,,G,Galaxy,12:59:21.27,-15:02:31.8,Vir,4.25,1.57,38,11,,8.38,7.74,7.47,23.23,S0-a,,,,,2MASX J12592127-1502318,,,,
NGC,NGC5728,,,,G,Galaxy,14:42:23.90,-17:15:11.1,Lib,3.2,1.87,15,14.34,13.4,9.18,8.48,8.17,23.22,Sa,,,,,2MASX J14422392-1715114,,,,
NGC,NGC4864,,,,G,Galaxy,12:59:13.11,+27:58:37.2,Com,0.77,0.47,90,14.8,13.87,11.6,10.77,10.6,22.8,E,,,,,2MASX J12591312+2758369,,,,
NGC,NGC5733,,,,G,Galaxy,14:42:45.93,-00:21:03.9,Vir,0.99,0.34,29,14.6,,12.85,12.16,11.64,22.58,Sc,,,,,2MASX J14424590-0021049,,,,
NGC,NGC4873,,,,G,Galaxy,12:59:32.79,+27:59:01.0,Com,0.81,0.52,103,15.4,14.13,12.29,11.53,11.25,23.37,S0,,,,,2MASX J12593276+2759008,,,,
